trabajador,dia,turno,disposicion
6,1,tarde,6
6,1,noche,2
6,2,manana,2
6,2,tarde,0
6,2,noche,8
6,3,manana,10
6,3,tarde,6
6,3,noche,3
6,4,manana,5
6,4,tarde,3
6,4,noche,6
6,5,manana,5
6,5,tarde,4
6,5,noche,1
6,6,manana,9
6,6,tarde,5
6,6,noche,1
6,7,manana,8
6,7,tarde,10
6,7,noche,0
6,8,manana,2
6,8,tarde,3
6,8,noche,8
7,1,manana,0
7,1,tarde,6
7,1,noche,1
7,2,manana,7
7,2,tarde,4
7,2,noche,4
7,3,manana,5
7,3,tarde,1
7,3,noche,8
7,4,manana,7
7,4,tarde,0
7,4,noche,5
7,5,manana,3
7,5,tarde,4
7,5,noche,9
7,6,manana,4
7,6,tarde,9
7,6,noche,3
7,7,manana,7
7,7,tarde,5
7,7,noche,9
7,8,manana,7
7,8,tarde,3
7,8,noche,8
8,1,manana,3
8,1,tarde,2
8,1,noche,0
8,2,manana,6
8,2,tarde,0
8,2,noche,3
8,3,manana,8
8,3,tarde,5
8,3,noche,10
8,4,manana,0
8,4,tarde,5
8,4,noche,0
8,5,manana,10
8,5,tarde,6
8,5,noche,4
8,6,manana,1
8,6,tarde,3
8,6,noche,8
8,7,manana,3
8,7,tarde,6
8,7,noche,7
8,8,manana,0
8,8,tarde,2
8,8,noche,4
9,1,manana,1
9,1,tarde,0
9,1,noche,3
9,2,manana,8
9,2,tarde,6
9,2,noche,5
9,3,manana,7
9,3,tarde,1
9,3,noche,9
9,4,manana,1
9,4,tarde,8
9,4,noche,2
9,5,manana,10
9,5,tarde,6
9,5,noche,1
9,6,manana,9
9,6,tarde,9
9,6,noche,0
9,7,manana,6
9,7,tarde,10
9,7,noche,2
9,8,manana,3
9,8,tarde,4
9,8,noche,4
10,1,manana,5
10,1,tarde,6
10,1,noche,5
10,2,manana,5
10,2,tarde,7
10,2,noche,4
10,3,manana,3
10,3,tarde,1
10,3,noche,3
10,4,manana,2
10,4,tarde,9
10,4,noche,1
10,5,manana,2
10,5,tarde,1
10,5,noche,2
10,6,manana,7
10,6,tarde,7
10,6,noche,5
10,7,manana,6
10,7,tarde,1
10,7,noche,8
10,8,manana,5
10,8,tarde,3
10,8,noche,7
11,1,manana,4
11,1,tarde,7
11,1,noche,4
11,2,manana,1
11,2,tarde,1
11,2,noche,2
11,3,manana,10
11,3,tarde,4
11,3,noche,9
11,4,manana,0
11,4,tarde,3
11,4,noche,5
11,5,manana,2
11,5,tarde,1
11,5,noche,3
11,6,manana,5
11,6,tarde,6
11,6,noche,8
11,7,manana,0
11,7,tarde,10
11,7,noche,4
11,8,manana,4
11,8,tarde,2
11,8,noche,0
12,1,manana,6
12,1,tarde,7
12,1,noche,8
12,2,manana,8
12,2,tarde,3
12,2,noche,1
12,3,manana,7
12,3,tarde,1
12,3,noche,2
12,4,manana,1
12,4,tarde,0
12,4,noche,0
12,5,manana,3
12,5,tarde,2
12,5,noche,3
12,6,manana,6
12,6,tarde,5
12,6,noche,10
12,7,manana,10
12,7,tarde,10
12,7,noche,1
12,8,manana,9
12,8,tarde,9
12,8,noche,4
13,1,manana,1
13,1,tarde,0
13,1,noche,1
13,2,manana,3
13,2,tarde,10
13,2,noche,7
13,3,manana,2
13,3,tarde,1
13,3,noche,5
13,4,manana,1
13,4,tarde,0
13,4,noche,7
13,5,manana,0
13,5,tarde,2
13,5,noche,9
13,6,manana,6
13,6,tarde,6
13,6,noche,7
13,7,manana,0
13,7,tarde,6
13,7,noche,10
13,8,manana,6
13,8,tarde,2
13,8,noche,5
14,1,manana,3
14,1,tarde,2
14,1,noche,4
14,2,manana,4
14,2,tarde,7
14,2,noche,2
14,3,manana,0
14,3,tarde,9
14,3,noche,9
14,4,manana,9
14,4,tarde,3
14,4,noche,10
14,5,manana,4
14,5,tarde,7
14,5,noche,6
14,6,manana,8
14,6,tarde,7
14,6,noche,0
14,7,manana,1
14,7,tarde,4
14,7,noche,6
14,8,manana,2
14,8,tarde,6
14,8,noche,3
15,1,manana,10
15,1,tarde,8
15,1,noche,3
15,2,manana,10
15,2,tarde,8
15,2,noche,0
15,3,manana,6
15,3,tarde,5
15,3,noche,7
15,4,manana,8
15,4,tarde,7
15,4,noche,5
15,5,manana,9
15,5,tarde,8
15,5,noche,5
15,6,manana,6
15,6,tarde,4
15,6,noche,2
15,7,manana,0
15,7,tarde,5
15,7,noche,9
15,8,manana,3
15,8,tarde,0
15,8,noche,4
16,1,manana,0
16,1,tarde,7
16,1,noche,8
16,2,manana,5
16,2,tarde,9
16,2,noche,3
16,3,manana,2
16,3,tarde,1
16,3,noche,3
16,4,manana,10
16,4,tarde,3
16,4,noche,4
16,5,manana,8
16,5,tarde,0
16,5,noche,3
16,6,manana,9
16,6,tarde,6
16,6,noche,5
16,7,manana,2
16,7,tarde,2
16,7,noche,3
16,8,manana,9
16,8,tarde,5
16,8,noche,5
17,1,manana,9
17,1,tarde,0
17,1,noche,5
17,2,manana,9
17,2,tarde,9
17,2,noche,2
17,3,manana,9
17,3,tarde,3
17,3,noche,7
17,4,manana,8
17,4,tarde,4
17,4,noche,2
17,5,manana,7
17,5,tarde,0
17,5,noche,1
17,6,manana,0
17,6,tarde,3
17,6,noche,9
17,7,manana,3
17,7,tarde,0
17,7,noche,8
17,8,manana,7
17,8,tarde,0
17,8,noche,5
18,1,manana,9
18,1,tarde,3
18,1,noche,2
18,2,manana,5
18,2,tarde,2
18,2,noche,5
18,3,manana,0
18,3,tarde,0
18,3,noche,2
18,4,manana,9
18,4,tarde,2
18,4,noche,1
18,5,manana,8
18,5,tarde,5
18,5,noche,1
18,6,manana,5
18,6,tarde,10
18,6,noche,6
18,7,manana,9
18,7,tarde,1
18,7,noche,5
18,8,manana,4
18,8,tarde,5
18,8,noche,2
19,1,manana,2
19,1,tarde,6
19,1,noche,10
19,2,manana,7
19,2,tarde,10
19,2,noche,5
19,3,manana,2
19,3,tarde,8
19,3,noche,9
19,4,manana,5
19,4,tarde,3
19,4,noche,10
19,5,manana,9
19,5,tarde,2
19,5,noche,6
19,6,manana,4
19,6,tarde,4
19,6,noche,2
19,7,manana,2
19,7,tarde,0
19,7,noche,9
19,8,manana,6
19,8,tarde,9
19,8,noche,0
20,1,manana,2
20,1,tarde,9
20,1,noche,5
20,2,manana,9
20,2,tarde,3
20,2,noche,10
20,3,manana,9
20,3,tarde,1
20,3,noche,7
20,4,manana,2
20,4,tarde,5
20,4,noche,1
20,5,manana,3
20,5,tarde,5
20,5,noche,5
20,6,manana,2
20,6,tarde,10
20,6,noche,1
20,7,manana,10
20,7,tarde,10
20,7,noche,5
20,8,manana,7
20,8,tarde,0
20,8,noche,4
21,1,manana,3
21,1,tarde,3
21,1,noche,1
21,2,manana,5
21,2,tarde,4
21,2,noche,1
21,3,manana,0
21,3,tarde,0
21,3,noche,6
21,4,manana,7
21,4,tarde,6
21,4,noche,2
21,5,manana,6
21,5,tarde,7
21,5,noche,6
21,6,manana,5
21,6,tarde,8
21,6,noche,6
21,7,manana,1
21,7,tarde,7
21,7,noche,9
21,8,manana,10
21,8,tarde,10
21,8,noche,3
22,1,manana,2
22,1,tarde,7
22,1,noche,1
22,2,manana,0
22,2,tarde,4
22,2,noche,0
22,3,manana,5
22,3,tarde,4
22,3,noche,1
22,4,manana,1
22,4,tarde,5
22,4,noche,2
22,5,manana,6
22,5,tarde,2
22,5,noche,1
22,6,manana,8
22,6,tarde,1
22,6,noche,5
22,7,manana,9
22,7,tarde,9
22,7,noche,7
22,8,manana,0
22,8,tarde,6
22,8,noche,10
