id_instancia,tipo,dias,trabajadores,trabajador,dia,turno,disposicion
2,peq,5,7,4,5,dia,6
2,peq,5,7,4,5,noche,3
2,peq,5,7,5,1,dia,0
2,peq,5,7,5,1,noche,4
2,peq,5,7,5,2,dia,0
2,peq,5,7,5,2,noche,3
2,peq,5,7,5,3,dia,8
2,peq,5,7,5,3,noche,1
2,peq,5,7,5,4,dia,5
2,peq,5,7,5,4,noche,4
2,peq,5,7,5,5,dia,7
2,peq,5,7,5,5,noche,1
2,peq,5,7,6,1,dia,9
2,peq,5,7,6,1,noche,4
2,peq,5,7,6,2,dia,1
2,peq,5,7,6,2,noche,6
2,peq,5,7,6,3,dia,3
2,peq,5,7,6,3,noche,1
2,peq,5,7,6,4,dia,6
2,peq,5,7,6,4,noche,3
2,peq,5,7,6,5,dia,7
2,peq,5,7,6,5,noche,8
2,peq,5,7,7,1,dia,3
2,peq,5,7,7,1,noche,5
2,peq,5,7,7,2,dia,3
2,peq,5,7,7,2,noche,8
2,peq,5,7,7,3,dia,6
2,peq,5,7,7,3,noche,2
2,peq,5,7,7,4,dia,9
2,peq,5,7,7,4,noche,3
2,peq,5,7,7,5,dia,4
2,peq,5,7,7,5,noche,0
3,peq,6,13,1,1,dia,8
3,peq,6,13,1,1,noche,1
3,peq,6,13,1,2,dia,5
3,peq,6,13,1,2,noche,2
3,peq,6,13,1,3,dia,0
3,peq,6,13,1,3,noche,10
3,peq,6,13,1,4,dia,10
3,peq,6,13,1,4,noche,0
3,peq,6,13,1,5,dia,10
3,peq,6,13,1,5,noche,1
3,peq,6,13,1,6,dia,2
3,peq,6,13,1,6,noche,3
3,peq,6,13,2,1,dia,0
3,peq,6,13,2,1,noche,6
3,peq,6,13,2,2,dia,6
3,peq,6,13,2,2,noche,5
3,peq,6,13,2,3,dia,3
3,peq,6,13,2,3,noche,10
3,peq,6,13,2,4,dia,6
3,peq,6,13,2,4,noche,4
3,peq,6,13,2,5,dia,8
3,peq,6,13,2,5,noche,10
3,peq,6,13,2,6,dia,4
3,peq,6,13,2,6,noche,6
3,peq,6,13,3,1,dia,5
3,peq,6,13,3,1,noche,10
3,peq,6,13,3,2,dia,9
3,peq,6,13,3,2,noche,2
3,peq,6,13,3,3,dia,8
3,peq,6,13,3,3,noche,1
3,peq,6,13,3,4,dia,4
3,peq,6,13,3,4,noche,4
3,peq,6,13,3,5,dia,6
3,peq,6,13,3,5,noche,6
3,peq,6,13,3,6,dia,9
3,peq,6,13,3,6,noche,4
3,peq,6,13,4,1,dia,8
3,peq,6,13,4,1,noche,1
3,peq,6,13,4,2,dia,6
3,peq,6,13,4,2,noche,4
3,peq,6,13,4,3,dia,3
3,peq,6,13,4,3,noche,4
3,peq,6,13,4,4,dia,9
3,peq,6,13,4,4,noche,6
3,peq,6,13,4,5,dia,0
3,peq,6,13,4,5,noche,5
3,peq,6,13,4,6,dia,7
3,peq,6,13,4,6,noche,3
3,peq,6,13,5,1,dia,7
3,peq,6,13,5,1,noche,2
3,peq,6,13,5,2,dia,6
3,peq,6,13,5,2,noche,4
3,peq,6,13,5,3,dia,0
3,peq,6,13,5,3,noche,1
3,peq,6,13,5,4,dia,7
3,peq,6,13,5,4,noche,6
3,peq,6,13,5,5,dia,4
3,peq,6,13,5,5,noche,6
3,peq,6,13,5,6,dia,10
3,peq,6,13,5,6,noche,7
3,peq,6,13,6,1,dia,2
3,peq,6,13,6,1,noche,6
3,peq,6,13,6,2,dia,10
3,peq,6,13,6,2,noche,7
3,peq,6,13,6,3,dia,2
3,peq,6,13,6,3,noche,4
3,peq,6,13,6,4,dia,9
3,peq,6,13,6,4,noche,5
3,peq,6,13,6,5,dia,10
3,peq,6,13,6,5,noche,9
3,peq,6,13,6,6,dia,5
3,peq,6,13,6,6,noche,3
3,peq,6,13,7,1,dia,2
3,peq,6,13,7,1,noche,8
3,peq,6,13,7,2,dia,9
3,peq,6,13,7,2,noche,7
3,peq,6,13,7,3,dia,10
3,peq,6,13,7,3,noche,7
3,peq,6,13,7,4,dia,10
3,peq,6,13,7,4,noche,0
3,peq,6,13,7,5,dia,7
3,peq,6,13,7,5,noche,10
3,peq,6,13,7,6,dia,1
3,peq,6,13,7,6,noche,0
3,peq,6,13,8,1,dia,5
3,peq,6,13,8,1,noche,7
3,peq,6,13,8,2,dia,1
3,peq,6,13,8,2,noche,2
3,peq,6,13,8,3,dia,9
3,peq,6,13,8,3,noche,5
3,peq,6,13,8,4,dia,5
3,peq,6,13,8,4,noche,4
3,peq,6,13,8,5,dia,4
3,peq,6,13,8,5,noche,10
3,peq,6,13,8,6,dia,10
3,peq,6,13,8,6,noche,9
3,peq,6,13,9,1,dia,5
3,peq,6,13,9,1,noche,9
3,peq,6,13,9,2,dia,4
3,peq,6,13,9,2,noche,9
3,peq,6,13,9,3,dia,3
3,peq,6,13,9,3,noche,8
3,peq,6,13,9,4,dia,4
3,peq,6,13,9,4,noche,1
3,peq,6,13,9,5,dia,8
3,peq,6,13,9,5,noche,9
3,peq,6,13,9,6,dia,3
3,peq,6,13,9,6,noche,5
3,peq,6,13,10,1,dia,8
3,peq,6,13,10,1,noche,5
3,peq,6,13,10,2,dia,5
3,peq,6,13,10,2,noche,7
3,peq,6,13,10,3,dia,4
3,peq,6,13,10,3,noche,1
3,peq,6,13,10,4,dia,8
3,peq,6,13,10,4,noche,9
3,peq,6,13,10,5,dia,9
3,peq,6,13,10,5,noche,8
3,peq,6,13,10,6,dia,1
3,peq,6,13,10,6,noche,3
3,peq,6,13,11,1,dia,4
3,peq,6,13,11,1,noche,5
3,peq,6,13,11,2,dia,2
3,peq,6,13,11,2,noche,0
3,peq,6,13,11,3,dia,6
3,peq,6,13,11,3,noche,0
3,peq,6,13,11,4,dia,10
3,peq,6,13,11,4,noche,0
3,peq,6,13,11,5,dia,3
3,peq,6,13,11,5,noche,10
3,peq,6,13,11,6,dia,2
3,peq,6,13,11,6,noche,5
3,peq,6,13,12,1,dia,8
3,peq,6,13,12,1,noche,5
3,peq,6,13,12,2,dia,6
3,peq,6,13,12,2,noche,8
3,peq,6,13,12,3,dia,1
3,peq,6,13,12,3,noche,4
3,peq,6,13,12,4,dia,4
3,peq,6,13,12,4,noche,7
3,peq,6,13,12,5,dia,9
3,peq,6,13,12,5,noche,3
3,peq,6,13,12,6,dia,5
3,peq,6,13,12,6,noche,8
3,peq,6,13,13,1,dia,1
3,peq,6,13,13,1,noche,10
3,peq,6,13,13,2,dia,0
3,peq,6,13,13,2,noche,10
3,peq,6,13,13,3,dia,9
3,peq,6,13,13,3,noche,5
3,peq,6,13,13,4,dia,9
3,peq,6,13,13,4,noche,3
3,peq,6,13,13,5,dia,2
3,peq,6,13,13,5,noche,7
3,peq,6,13,13,6,dia,7
3,peq,6,13,13,6,noche,10
4,peq,7,7,1,1,dia,8
4,peq,7,7,1,1,noche,8
4,peq,7,7,1,2,dia,6
4,peq,7,7,1,2,noche,5
4,peq,7,7,1,3,dia,2
4,peq,7,7,1,3,noche,8
4,peq,7,7,1,4,dia,9
4,peq,7,7,1,4,noche,8
4,peq,7,7,1,5,dia,9
4,peq,7,7,1,5,noche,9
4,peq,7,7,1,6,dia,7
4,peq,7,7,1,6,noche,0
4,peq,7,7,1,7,dia,5
4,peq,7,7,1,7,noche,1
4,peq,7,7,2,1,dia,5
4,peq,7,7,2,1,noche,10
4,peq,7,7,2,2,dia,6
4,peq,7,7,2,2,noche,0
4,peq,7,7,2,3,dia,9
4,peq,7,7,2,3,noche,9
4,peq,7,7,2,4,dia,1
4,peq,7,7,2,4,noche,5
4,peq,7,7,2,5,dia,3
4,peq,7,7,2,5,noche,9
4,peq,7,7,2,6,dia,3
4,peq,7,7,2,6,noche,5
4,peq,7,7,2,7,dia,8
4,peq,7,7,2,7,noche,6
4,peq,7,7,3,1,dia,9
4,peq,7,7,3,1,noche,7
4,peq,7,7,3,2,dia,0
4,peq,7,7,3,2,noche,0
4,peq,7,7,3,3,dia,7
4,peq,7,7,3,3,noche,1
4,peq,7,7,3,4,dia,4
4,peq,7,7,3,4,noche,6
4,peq,7,7,3,5,dia,5
4,peq,7,7,3,5,noche,2
4,peq,7,7,3,6,dia,7
4,peq,7,7,3,6,noche,10
4,peq,7,7,3,7,dia,10
4,peq,7,7,3,7,noche,3
4,peq,7,7,4,1,dia,0
4,peq,7,7,4,1,noche,5
4,peq,7,7,4,2,dia,9
4,peq,7,7,4,2,noche,5
4,peq,7,7,4,3,dia,6
4,peq,7,7,4,3,noche,2
4,peq,7,7,4,4,dia,1
4,peq,7,7,4,4,noche,10
4,peq,7,7,4,5,dia,0
4,peq,7,7,4,5,noche,3
4,peq,7,7,4,6,dia,3
4,peq,7,7,4,6,noche,9
4,peq,7,7,4,7,dia,9
4,peq,7,7,4,7,noche,8
4,peq,7,7,5,1,dia,2
4,peq,7,7,5,1,noche,8
4,peq,7,7,5,2,dia,2
4,peq,7,7,5,2,noche,10
4,peq,7,7,5,3,dia,4
4,peq,7,7,5,3,noche,10
4,peq,7,7,5,4,dia,0
4,peq,7,7,5,4,noche,9
4,peq,7,7,5,5,dia,7
4,peq,7,7,5,5,noche,5
4,peq,7,7,5,6,dia,9
4,peq,7,7,5,6,noche,5
4,peq,7,7,5,7,dia,4
4,peq,7,7,5,7,noche,6
4,peq,7,7,6,1,dia,6
4,peq,7,7,6,1,noche,5
4,peq,7,7,6,2,dia,3
4,peq,7,7,6,2,noche,4
4,peq,7,7,6,3,dia,0
4,peq,7,7,6,3,noche,5
4,peq,7,7,6,4,dia,9
4,peq,7,7,6,4,noche,4
4,peq,7,7,6,5,dia,1
4,peq,7,7,6,5,noche,8
4,peq,7,7,6,6,dia,9
4,peq,7,7,6,6,noche,0
4,peq,7,7,6,7,dia,3
4,peq,7,7,6,7,noche,8
4,peq,7,7,7,1,dia,9
4,peq,7,7,7,1,noche,9
4,peq,7,7,7,2,dia,5
4,peq,7,7,7,2,noche,8
4,peq,7,7,7,3,dia,2
4,peq,7,7,7,3,noche,5
4,peq,7,7,7,4,dia,4
4,peq,7,7,7,4,noche,5
4,peq,7,7,7,5,dia,4
4,peq,7,7,7,5,noche,10
4,peq,7,7,7,6,dia,2
4,peq,7,7,7,6,noche,7
4,peq,7,7,7,7,dia,2
4,peq,7,7,7,7,noche,0
5,peq,7,11,1,1,dia,6
5,peq,7,11,1,1,noche,8
5,peq,7,11,1,2,dia,7
5,peq,7,11,1,2,noche,9
5,peq,7,11,1,3,dia,9
5,peq,7,11,1,3,noche,7
5,peq,7,11,1,4,dia,7
5,peq,7,11,1,4,noche,8
5,peq,7,11,1,5,dia,7
5,peq,7,11,1,5,noche,5
5,peq,7,11,1,6,dia,9
5,peq,7,11,1,6,noche,1
5,peq,7,11,1,7,dia,10
5,peq,7,11,1,7,noche,8
5,peq,7,11,2,1,dia,6
5,peq,7,11,2,1,noche,9
5,peq,7,11,2,2,dia,2
5,peq,7,11,2,2,noche,1
5,peq,7,11,2,3,dia,7
5,peq,7,11,2,3,noche,7
5,peq,7,11,2,4,dia,1
5,peq,7,11,2,4,noche,8
5,peq,7,11,2,5,dia,8
5,peq,7,11,2,5,noche,2
5,peq,7,11,2,6,dia,4
5,peq,7,11,2,6,noche,3
5,peq,7,11,2,7,dia,1
5,peq,7,11,2,7,noche,5
5,peq,7,11,3,1,dia,6
5,peq,7,11,3,1,noche,4
5,peq,7,11,3,2,dia,8
5,peq,7,11,3,2,noche,5
5,peq,7,11,3,3,dia,6
5,peq,7,11,3,3,noche,8
5,peq,7,11,3,4,dia,3
5,peq,7,11,3,4,noche,9
5,peq,7,11,3,5,dia,7
5,peq,7,11,3,5,noche,10
5,peq,7,11,3,6,dia,10
5,peq,7,11,3,6,noche,7
5,peq,7,11,3,7,dia,5
5,peq,7,11,3,7,noche,7
5,peq,7,11,4,1,dia,8
5,peq,7,11,4,1,noche,1
5,peq,7,11,4,2,dia,8
5,peq,7,11,4,2,noche,7
5,peq,7,11,4,3,dia,1
5,peq,7,11,4,3,noche,1
5,peq,7,11,4,4,dia,3
5,peq,7,11,4,4,noche,2
5,peq,7,11,4,5,dia,9
5,peq,7,11,4,5,noche,5
5,peq,7,11,4,6,dia,2
5,peq,7,11,4,6,noche,6
5,peq,7,11,4,7,dia,4
5,peq,7,11,4,7,noche,3
5,peq,7,11,5,1,dia,4
5,peq,7,11,5,1,noche,0
5,peq,7,11,5,2,dia,2
5,peq,7,11,5,2,noche,10
5,peq,7,11,5,3,dia,5
5,peq,7,11,5,3,noche,9
5,peq,7,11,5,4,dia,1
5,peq,7,11,5,4,noche,0
5,peq,7,11,5,5,dia,0
5,peq,7,11,5,5,noche,10
5,peq,7,11,5,6,dia,4
5,peq,7,11,5,6,noche,6
5,peq,7,11,5,7,dia,5
5,peq,7,11,5,7,noche,5
5,peq,7,11,6,1,dia,4
5,peq,7,11,6,1,noche,9
5,peq,7,11,6,2,dia,6
5,peq,7,11,6,2,noche,9
5,peq,7,11,6,3,dia,10
5,peq,7,11,6,3,noche,2
5,peq,7,11,6,4,dia,6
5,peq,7,11,6,4,noche,6
5,peq,7,11,6,5,dia,0
5,peq,7,11,6,5,noche,4
5,peq,7,11,6,6,dia,9
5,peq,7,11,6,6,noche,9
5,peq,7,11,6,7,dia,4
5,peq,7,11,6,7,noche,5
5,peq,7,11,7,1,dia,9
5,peq,7,11,7,1,noche,3
5,peq,7,11,7,2,dia,2
5,peq,7,11,7,2,noche,3
5,peq,7,11,7,3,dia,9
5,peq,7,11,7,3,noche,7
5,peq,7,11,7,4,dia,9
5,peq,7,11,7,4,noche,7
5,peq,7,11,7,5,dia,6
5,peq,7,11,7,5,noche,8
5,peq,7,11,7,6,dia,5
5,peq,7,11,7,6,noche,8
5,peq,7,11,7,7,dia,4
5,peq,7,11,7,7,noche,6
5,peq,7,11,8,1,dia,6
5,peq,7,11,8,1,noche,4
5,peq,7,11,8,2,dia,10
5,peq,7,11,8,2,noche,9
5,peq,7,11,8,3,dia,7
5,peq,7,11,8,3,noche,5
5,peq,7,11,8,4,dia,3
5,peq,7,11,8,4,noche,4
5,peq,7,11,8,5,dia,2
5,peq,7,11,8,5,noche,2
5,peq,7,11,8,6,dia,6
5,peq,7,11,8,6,noche,2
5,peq,7,11,8,7,dia,0
5,peq,7,11,8,7,noche,3
5,peq,7,11,9,1,dia,9
5,peq,7,11,9,1,noche,8
5,peq,7,11,9,2,dia,5
5,peq,7,11,9,2,noche,10
5,peq,7,11,9,3,dia,8
5,peq,7,11,9,3,noche,3
5,peq,7,11,9,4,dia,6
5,peq,7,11,9,4,noche,7
5,peq,7,11,9,5,dia,0
5,peq,7,11,9,5,noche,8
5,peq,7,11,9,6,dia,6
5,peq,7,11,9,6,noche,1
5,peq,7,11,9,7,dia,1
5,peq,7,11,9,7,noche,1
5,peq,7,11,10,1,dia,3
5,peq,7,11,10,1,noche,10
5,peq,7,11,10,2,dia,6
5,peq,7,11,10,2,noche,7
5,peq,7,11,10,3,dia,6
5,peq,7,11,10,3,noche,3
5,peq,7,11,10,4,dia,4
5,peq,7,11,10,4,noche,8
5,peq,7,11,10,5,dia,5
5,peq,7,11,10,5,noche,8
5,peq,7,11,10,6,dia,8
5,peq,7,11,10,6,noche,7
5,peq,7,11,10,7,dia,10
5,peq,7,11,10,7,noche,10
5,peq,7,11,11,1,dia,1
5,peq,7,11,11,1,noche,4
5,peq,7,11,11,2,dia,0
5,peq,7,11,11,2,noche,8
5,peq,7,11,11,3,dia,2
5,peq,7,11,11,3,noche,2
5,peq,7,11,11,4,dia,2
5,peq,7,11,11,4,noche,6
5,peq,7,11,11,5,dia,6
5,peq,7,11,11,5,noche,2
5,peq,7,11,11,6,dia,8
5,peq,7,11,11,6,noche,2
5,peq,7,11,11,7,dia,4
5,peq,7,11,11,7,noche,1
6,med,14,32,1,1,manana,3
6,med,14,32,1,1,tarde,1
6,med,14,32,1,1,noche,4
6,med,14,32,1,2,manana,2
6,med,14,32,1,2,tarde,10
6,med,14,32,1,2,noche,8
6,med,14,32,1,3,manana,4
6,med,14,32,1,3,tarde,2
6,med,14,32,1,3,noche,6
6,med,14,32,1,4,manana,3
6,med,14,32,1,4,tarde,3
6,med,14,32,1,4,noche,8
6,med,14,32,1,5,manana,8
6,med,14,32,1,5,tarde,2
6,med,14,32,1,5,noche,3
6,med,14,32,1,6,manana,5
6,med,14,32,1,6,tarde,10
6,med,14,32,1,6,noche,9
6,med,14,32,1,7,manana,6
6,med,14,32,1,7,tarde,10
6,med,14,32,1,7,noche,0
6,med,14,32,1,8,manana,8
6,med,14,32,1,8,tarde,5
6,med,14,32,1,8,noche,3
6,med,14,32,1,9,manana,10
6,med,14,32,1,9,tarde,3
6,med,14,32,1,9,noche,8
6,med,14,32,1,10,manana,0
6,med,14,32,1,10,tarde,0
6,med,14,32,1,10,noche,5
6,med,14,32,1,11,manana,7
6,med,14,32,1,11,tarde,3
6,med,14,32,1,11,noche,10
6,med,14,32,1,12,manana,0
6,med,14,32,1,12,tarde,6
6,med,14,32,1,12,noche,6
6,med,14,32,1,13,manana,7
6,med,14,32,1,13,tarde,6
6,med,14,32,1,13,noche,5
6,med,14,32,1,14,manana,10
6,med,14,32,1,14,tarde,9
6,med,14,32,1,14,noche,8
6,med,14,32,2,1,manana,3
6,med,14,32,2,1,tarde,9
6,med,14,32,2,1,noche,9
6,med,14,32,2,2,manana,9
6,med,14,32,2,2,tarde,7
6,med,14,32,2,2,noche,4
6,med,14,32,2,3,manana,7
6,med,14,32,2,3,tarde,9
6,med,14,32,2,3,noche,0
6,med,14,32,2,4,manana,0
6,med,14,32,2,4,tarde,4
6,med,14,32,2,4,noche,9
6,med,14,32,2,5,manana,1
6,med,14,32,2,5,tarde,7
6,med,14,32,2,5,noche,9
6,med,14,32,2,6,manana,3
6,med,14,32,2,6,tarde,6
6,med,14,32,2,6,noche,6
6,med,14,32,2,7,manana,3
6,med,14,32,2,7,tarde,0
6,med,14,32,2,7,noche,6
6,med,14,32,2,8,manana,6
6,med,14,32,2,8,tarde,1
6,med,14,32,2,8,noche,6
6,med,14,32,2,9,manana,2
6,med,14,32,2,9,tarde,2
6,med,14,32,2,9,noche,9
6,med,14,32,2,10,manana,1
6,med,14,32,2,10,tarde,5
6,med,14,32,2,10,noche,2
6,med,14,32,2,11,manana,3
6,med,14,32,2,11,tarde,1
6,med,14,32,2,11,noche,8
6,med,14,32,2,12,manana,6
6,med,14,32,2,12,tarde,0
6,med,14,32,2,12,noche,2
6,med,14,32,2,13,manana,4
6,med,14,32,2,13,tarde,10
6,med,14,32,2,13,noche,8
6,med,14,32,2,14,manana,0
6,med,14,32,2,14,tarde,5
6,med,14,32,2,14,noche,8
6,med,14,32,3,1,manana,0
6,med,14,32,3,1,tarde,4
6,med,14,32,3,1,noche,8
6,med,14,32,3,2,manana,0
6,med,14,32,3,2,tarde,0
6,med,14,32,3,2,noche,6
6,med,14,32,3,3,manana,7
6,med,14,32,3,3,tarde,0
6,med,14,32,3,3,noche,4
6,med,14,32,3,4,manana,2
6,med,14,32,3,4,tarde,3
6,med,14,32,3,4,noche,9
6,med,14,32,3,5,manana,7
6,med,14,32,3,5,tarde,9
6,med,14,32,3,5,noche,0
6,med,14,32,3,6,manana,4
6,med,14,32,3,6,tarde,3
6,med,14,32,3,6,noche,7
6,med,14,32,3,7,manana,7
6,med,14,32,3,7,tarde,2
6,med,14,32,3,7,noche,4
6,med,14,32,3,8,manana,2
6,med,14,32,3,8,tarde,6
6,med,14,32,3,8,noche,10
6,med,14,32,3,9,manana,4
6,med,14,32,3,9,tarde,8
6,med,14,32,3,9,noche,0
6,med,14,32,3,10,manana,4
6,med,14,32,3,10,tarde,10
6,med,14,32,3,10,noche,5
6,med,14,32,3,11,manana,10
6,med,14,32,3,11,tarde,9
6,med,14,32,3,11,noche,3
6,med,14,32,3,12,manana,2
6,med,14,32,3,12,tarde,0
6,med,14,32,3,12,noche,10
6,med,14,32,3,13,manana,4
6,med,14,32,3,13,tarde,10
6,med,14,32,3,13,noche,9
6,med,14,32,3,14,manana,7
6,med,14,32,3,14,tarde,0
6,med,14,32,3,14,noche,6
6,med,14,32,4,1,manana,2
6,med,14,32,4,1,tarde,6
6,med,14,32,4,1,noche,10
6,med,14,32,4,2,manana,5
6,med,14,32,4,2,tarde,9
6,med,14,32,4,2,noche,4
6,med,14,32,4,3,manana,1
6,med,14,32,4,3,tarde,1
6,med,14,32,4,3,noche,9
6,med,14,32,4,4,manana,6
6,med,14,32,4,4,tarde,9
6,med,14,32,4,4,noche,5
6,med,14,32,4,5,manana,8
6,med,14,32,4,5,tarde,9
6,med,14,32,4,5,noche,0
6,med,14,32,4,6,manana,10
6,med,14,32,4,6,tarde,6
6,med,14,32,4,6,noche,7
6,med,14,32,4,7,manana,8
6,med,14,32,4,7,tarde,2
6,med,14,32,4,7,noche,6
6,med,14,32,4,8,manana,1
6,med,14,32,4,8,tarde,8
6,med,14,32,4,8,noche,8
6,med,14,32,4,9,manana,5
6,med,14,32,4,9,tarde,10
6,med,14,32,4,9,noche,9
6,med,14,32,4,10,manana,8
6,med,14,32,4,10,tarde,8
6,med,14,32,4,10,noche,3
6,med,14,32,4,11,manana,10
6,med,14,32,4,11,tarde,8
6,med,14,32,4,11,noche,1
6,med,14,32,4,12,manana,6
6,med,14,32,4,12,tarde,1
6,med,14,32,4,12,noche,5
6,med,14,32,4,13,manana,8
6,med,14,32,4,13,tarde,2
6,med,14,32,4,13,noche,10
6,med,14,32,4,14,manana,1
6,med,14,32,4,14,tarde,10
6,med,14,32,4,14,noche,10
6,med,14,32,5,1,manana,5
6,med,14,32,5,1,tarde,9
6,med,14,32,5,1,noche,7
6,med,14,32,5,2,manana,4
6,med,14,32,5,2,tarde,1
6,med,14,32,5,2,noche,1
6,med,14,32,5,3,manana,9
6,med,14,32,5,3,tarde,7
6,med,14,32,5,3,noche,9
6,med,14,32,5,4,manana,0
6,med,14,32,5,4,tarde,5
6,med,14,32,5,4,noche,0
6,med,14,32,5,5,manana,9
6,med,14,32,5,5,tarde,9
6,med,14,32,5,5,noche,3
6,med,14,32,5,6,manana,1
6,med,14,32,5,6,tarde,10
6,med,14,32,5,6,noche,7
6,med,14,32,5,7,manana,8
6,med,14,32,5,7,tarde,2
6,med,14,32,5,7,noche,9
6,med,14,32,5,8,manana,0
6,med,14,32,5,8,tarde,4
6,med,14,32,5,8,noche,8
6,med,14,32,5,9,manana,10
6,med,14,32,5,9,tarde,9
6,med,14,32,5,9,noche,6
6,med,14,32,5,10,manana,4
6,med,14,32,5,10,tarde,9
6,med,14,32,5,10,noche,9
6,med,14,32,5,11,manana,0
6,med,14,32,5,11,tarde,10
6,med,14,32,5,11,noche,9
6,med,14,32,5,12,manana,10
6,med,14,32,5,12,tarde,5
6,med,14,32,5,12,noche,8
6,med,14,32,5,13,manana,5
6,med,14,32,5,13,tarde,3
6,med,14,32,5,13,noche,1
6,med,14,32,5,14,manana,8
6,med,14,32,5,14,tarde,3
6,med,14,32,5,14,noche,1
6,med,14,32,6,1,manana,4
6,med,14,32,6,1,tarde,0
6,med,14,32,6,1,noche,1
6,med,14,32,6,2,manana,1
6,med,14,32,6,2,tarde,0
6,med,14,32,6,2,noche,4
6,med,14,32,6,3,manana,8
6,med,14,32,6,3,tarde,9
6,med,14,32,6,3,noche,5
6,med,14,32,6,4,manana,9
6,med,14,32,6,4,tarde,10
6,med,14,32,6,4,noche,10
6,med,14,32,6,5,manana,6
6,med,14,32,6,5,tarde,9
6,med,14,32,6,5,noche,0
6,med,14,32,6,6,manana,6
6,med,14,32,6,6,tarde,7
6,med,14,32,6,6,noche,1
6,med,14,32,6,7,manana,3
6,med,14,32,6,7,tarde,1
6,med,14,32,6,7,noche,5
6,med,14,32,6,8,manana,10
