trabajador,dia,turno,disposicion
13,5,manana,4
13,5,tarde,8
13,5,noche,10
13,6,manana,6
13,6,tarde,10
13,6,noche,2
13,7,manana,8
13,7,tarde,6
13,7,noche,8
14,1,manana,4
14,1,tarde,9
14,1,noche,8
14,2,manana,7
14,2,tarde,9
14,2,noche,8
14,3,manana,6
14,3,tarde,2
14,3,noche,7
14,4,manana,3
14,4,tarde,6
14,4,noche,3
14,5,manana,8
14,5,tarde,3
14,5,noche,8
14,6,manana,5
14,6,tarde,0
14,6,noche,0
14,7,manana,5
14,7,tarde,9
14,7,noche,7
15,1,manana,4
15,1,tarde,9
15,1,noche,9
15,2,manana,10
15,2,tarde,4
15,2,noche,8
15,3,manana,5
15,3,tarde,7
15,3,noche,7
15,4,manana,3
15,4,tarde,1
15,4,noche,2
15,5,manana,3
15,5,tarde,7
15,5,noche,2
15,6,manana,2
15,6,tarde,0
15,6,noche,10
15,7,manana,6
15,7,tarde,9
15,7,noche,4
16,1,manana,6
16,1,tarde,4
16,1,noche,1
16,2,manana,8
16,2,tarde,4
16,2,noche,3
16,3,manana,1
16,3,tarde,0
16,3,noche,3
16,4,manana,3
16,4,tarde,1
16,4,noche,2
16,5,manana,6
16,5,tarde,6
16,5,noche,3
16,6,manana,5
16,6,tarde,9
16,6,noche,9
16,7,manana,8
16,7,tarde,10
16,7,noche,9
17,1,manana,5
17,1,tarde,6
17,1,noche,10
17,2,manana,7
17,2,tarde,9
17,2,noche,0
17,3,manana,10
17,3,tarde,6
17,3,noche,0
17,4,manana,2
17,4,tarde,5
17,4,noche,10
17,5,manana,9
17,5,tarde,4
17,5,noche,10
17,6,manana,0
17,6,tarde,0
17,6,noche,5
17,7,manana,8
17,7,tarde,1
17,7,noche,10
18,1,manana,2
18,1,tarde,8
18,1,noche,0
18,2,manana,0
18,2,tarde,7
18,2,noche,10
18,3,manana,9
18,3,tarde,4
18,3,noche,5
18,4,manana,1
18,4,tarde,7
18,4,noche,1
18,5,manana,4
18,5,tarde,2
18,5,noche,2
18,6,manana,2
18,6,tarde,6
18,6,noche,1
18,7,manana,1
18,7,tarde,8
18,7,noche,2
19,1,manana,4
19,1,tarde,1
19,1,noche,0
19,2,manana,7
19,2,tarde,7
19,2,noche,7
19,3,manana,2
19,3,tarde,5
19,3,noche,9
19,4,manana,1
19,4,tarde,0
19,4,noche,4
19,5,manana,2
19,5,tarde,9
19,5,noche,6
19,6,manana,5
19,6,tarde,4
19,6,noche,6
19,7,manana,3
19,7,tarde,8
19,7,noche,1
20,1,manana,3
20,1,tarde,1
20,1,noche,0
20,2,manana,9
20,2,tarde,2
20,2,noche,10
20,3,manana,8
20,3,tarde,8
20,3,noche,3
20,4,manana,10
20,4,tarde,3
20,4,noche,8
20,5,manana,10
20,5,tarde,4
20,5,noche,1
20,6,manana,2
20,6,tarde,3
20,6,noche,8
20,7,manana,7
20,7,tarde,4
20,7,noche,3
21,1,manana,9
21,1,tarde,8
21,1,noche,1
21,2,manana,0
21,2,tarde,10
21,2,noche,5
21,3,manana,9
21,3,tarde,8
21,3,noche,6
21,4,manana,9
21,4,tarde,0
21,4,noche,9
21,5,manana,2
21,5,tarde,5
21,5,noche,10
21,6,manana,9
21,6,tarde,1
21,6,noche,4
21,7,manana,2
21,7,tarde,4
21,7,noche,7
22,1,manana,5
22,1,tarde,7
22,1,noche,5
22,2,manana,4
22,2,tarde,5
22,2,noche,7
22,3,manana,5
22,3,tarde,8
22,3,noche,9
22,4,manana,0
22,4,tarde,10
22,4,noche,4
22,5,manana,1
22,5,tarde,8
22,5,noche,3
22,6,manana,7
22,6,tarde,9
22,6,noche,3
22,7,manana,7
22,7,tarde,2
22,7,noche,1
